 155   8   0  19   1   1   3   5 999
 156  12   1  24   1   1   1  16   2
 157   9   0  20   0   1   1 999   3
 158 999 999  18   1   0   1  10   3
 159 999 999  18   1   0   4   2   2
 160 999 999  22   1   1   1   4   3
 161 999 999  21   1   0   1 999   3
 162  14   1  24   0   1   1 999   2
 163   9   0  24   0   1   3  10 999
 164 999 999  25   0   0   1  11   3
 165  11   1  23   1   1   1   6   2
 166  13   1  24   0   1   1  13   2
 167   7   0  21 999   1 999   5   3
 168  20   1  19   1   1   1  10   2
 169 999 999  23   1   0 999   8   3
 170 999 999  24   1   0   4  11   2
 171   5   0  19   0   1   1  12   3
 172 999 999  22   1   1   4   8   1
 173   5   0  23   0   1   2   7 999
 174  14   1  25   1   0   4   5   2
 175   7   0  21   0   0   3   8   3
 176 999 999  19   1   0   3   4   3
 177  13   1  18   0   0   2   9   2
 178   7   0  19   0   1   1  12   2
 179   7   0  18   1   0   1   8   2
 180  10   0  25   0   1   1  13   2
 181 999 999  18   1   1   1  15   3
 182  11   1  21   1   1 999 999   2
 183   9   0  19   1   1   1   8   2
 184  20   1  20   1   0   1   6   2
 185 999 999  19   0   1 999  16 999
 186   6   0  19   0   0   1  10   3
 187  11   1  22   0   1   1   9   3
 188  26   1  21   0   1   1   4   2
 189  10   0  24   0   1   1  11   2
 190 999 999  18   1   1 999  10   2
 191   8   0  21   1   0 999 999   2
 192  18   1  23   0   1   3   8   3
 193   8   0  25   0   0   1  12   2
 194   8   0  20   1   1   1  13   3
 195   8   0  18   1   1   3   8 999
 196 999 999  22   0   1   1   7   3
 197   8   0  22   1   1   1   7   2
 198 999 999  23   1   0   1   5   2
 199   8   0  20   1   0   3   7   2
 200  12   1  20   0   1   1   5   3
 201 999 999  23   0   1   1  10   3
 202 999 999  25   0   0   3   3   2
 203   6   0  22   0   0   1  16 999
 204   8   0  20   1   1   3   9   2
 205  10   0  18   0   1   1 999   3
 206   9   0  21   1   1   3   7   2
 207   7   0  24   0   1   1  10   3
 208   9   0  19   1   1   1   7   2
 209  10   0  23   1   1   2   7   2
 210 999 999  24   1   0   3   9   3
 211   8   0  23   0   0   1   5   2
 212  11   1  23   0   1   3   6   2
 213  10   0  24   1   1   1  10   2
 214  15   1  22   0   0 999   2   2
 215  14   1  25   1   1   1  12   2
 216   8   0  24   0   1   1  15   1
 217   8   0  25   0   0   1  16   2
 218  13   1  24   1   0   1   2   2
 219  17   1  25   1   1   1   7   3
 220   6   0  18   0   0   1   6   2
 221  17   1  24   0   1   3   6   2
 222   7   0  19   0   1   3   9   2
 223   8   0  20   1   0   1   5 999
 224   8   0  24   0   0   1   8   2
 225   9   0  21   0   1   1  11   2
 226   6   0  18 999   1   4  12   2
 227   8   0  19   0   1   1   7   3
 228 999 999  25   1   1   1   9   3
 229   6   0  19   1   1   2   9   2
 230 999 999  21 999   0   3   7   2
 231  14   1  18   1   1   1  11 999
 232 999 999  21   0   1   3   1   2
 233   7   0  19   0   1   1  11   2
 234   7   0  20   0   1   2  10   3
 235   6   0  18 999   0   3   3   2
 236  11   1  25   0   1   1  12   2
 237  14   1  19   1   0   1   7   2
 238  20   1  25   1   1   1 999   2
 239   8   0  20   0   1   1   3   1
 240   8   0  25   0   1   1  14   2
 241 999 999  24   1   0   1  10   2
 242 999 999  23   0   1   1 999   3
 243   7   0  21   0   1   2  15   3
 244   7   0  18   0   0   1  11   3
 245  10   0  20   1   1   1   7 999
 246  10   0  25   1   1   1  13   3
 247  13   1  25   1   0   1  10   2
 248   9   0  19   1   1   1  12   2
 249  13   1  22   0   1   1  11   2
 250  14   1  24   1   1   4   9   2
 251   7   0  20   0   0   1  10   3
 252   7   0  23   0   1   3   7   2
 253 999 999  18   1   0   2   4   1
 254   9   0  23   0   1   1   6   3
 255   8   0  24   0   1   3  11   3
 256   7   0  18   0   0   1  10   2
 257 999 999  19   1   1   1   3   2
 258   8   0  19   0   1   1  15   3
 259   5   0  18   0   1   2  11   2
 260  13   1  24   1   1   1 999   2
 261   9   0  19   1   0   1   6   2
 262 999 999  19   0   0   1   6   1
 263   8   0  23   0   0   1  19   3
 264   8   0  18 999   0   2   8   2
 265  11   1  25   0   1   3   4   2
 266  13   1  24 999   1   3   8   2
 267 999 999  19   0   1   2 999   2
 268   7   0  21 999   1   3   4   2
 269  11   1  19   0   1   1  10   2
 270   7   0  18   1   1   1   9   3
 271   8   0  20   1   1   2   8   3
 272   6   0  18   0   1   3  10   2
 273  14   1  19   0   1   1 999   2
 274  20   1  25   1   0   4  16   2
 275  15   1  24   1   1   4   7   2
 276  12   1  25   1   0   4   8   2
 277  14   1  25   0   0   1  14   3
 278   9   0  25   0   0 999 999   2
 279   9   0  22   0   0   2  14   3
 280   6   0  19   0   1   3  10   2
 281   6   0  20   0   0   1 999   2
 282  13   1  21   1   1 999   1   2
 283   6   0  18   1   1   1  10   2
 284   5   0  22   0   0   3   8   2
 285  14   1  22   0   1   1  12   2
 286   9   0  25   0   0 999  12   2
 287  11   1  23   0   0   3   2   1
 288   9   0  21   0   1   1 999   2
 289  12   1  23   1   0   1  10   3
 290   7   0  18   0   0   1   6   3
 291  12   1  25   1   1   1  12   3
 292   9   0  22   0   1   3 999   2
 293   8   0  18   0   0   1  13   3
 294   7   0  22   1   1   3   7   2
 295   5   0  19   0   1   3   9   2
 296   8   0  25   0   0   1   8   3
 297  14   1  25   0   1   3 999   2
 298 999 999  20   0   0   4   8   3
 299   9   0  25   0   1   4  12   2
 300   6   0  21   0   0   1   8   2
 301   5   0  18   0   0   1  11   3
 302   8   0  21   1   1   3   4   2
 303  12   1  18   1   0   1   9   2
 304   6   0  19   0   1   3   5   3
 305   8   0  22   0   0   1   6   2
 306 999 999  24   0   1   1  13 999
 307   8   0  25   0   1   1  13 999
 308 999 999  21   1   0   3   5   2
 309   8   0  23   0   1   1   8   3
 310  24   1  25   0   1   1  10   3
 311  11   1  22   1   1   3   1   2
 312 999 999  25   0   0   1   8   1
 313 999 999  24   1   1   1  11   3
 314   7   0  21   0   1   3  11   3
 315  10   0  20   1   1   2   5   2
 316 999 999  23   1   1 999  10   3
 317 999 999  23   1   1   1   7   2
 318  14   1  25   1   0   2  15   2
 319 999 999  25   1   0   1  12   2
 320   8   0  19   1   0   1 999   2
 321  13   1  20   0   1   4 999 999
 322 999 999  19   0   1   4   3   3
 323 999 999  21   0   1 999 999   3
 324   5   0  20 999   1   1   7   3
 325   6   0  18   0   0   1   4 999
 326   9   0  20   0   1   3   7   2
 327   8   0  21   0   1   1  13   3
 328   9   0  22   0   1   3   1   2
 329   6   0  22   0   0   1  12   2
 330  11   1  24   0   1   1   5   2
 331 999 999  18   1   1   3   8   2
 332  10   0  23   0   0   2  10   3
 333  11   1  25   0   1   3 999   2
 334   8   0  20   1   1   1   9   3
 335   8   0  22   1   1   2 999   2
 336  10   0  24   0   0   1   8   1
 337   8   0  19   1   1   3  11   2
 338  13   1  24   1   0 999  12   3
 339   6   0  23   0   0   1  12   3
 340  13   1  18   0   1   1  10   2
 341   8   0  23   0   1   1   5 999
 342  17   1  22   0   0   2   6   2
 343 999 999  22   0   1   1   4   2
 344  14   1  22   0   0   1   7   2
 345   8   0  18   1   0   3   8   2
 346   8   0  19   0   0 999   8   1
 347 999 999  23   0   0   1   5   2
 348 999 999  24   1   0   1   5   2
 349   7   0  21   0   1   3   9   2
 350  14   1  21   0   1   1  12 999
 351  14   1  24   0   1 999   8   2
 352   5   0  21   0   0   1   8   2
 353  10   0  25   0   0   1   7   2
 354   8   0  24   0   0   1   8   2
 355 999 999  20   0   0   1   6   3
 356   8   0  18   0   0   1   9   3
 357 999 999  20   0   0   3 999   2
 358   9   0  22 999   1   4 999   1
 359  13   1  24   1   0   1  10   2
 360   9   0  24   0   0   3  12   2
 361  10   0  21   0   0   2 999   2
 362   8   0  21   1   1   2   8   2
 363  12   1  21   1   1   3   7 999
 364   7   0  21   0   0   1  10   2
 365   7   0  20   0   0   1   7   2
 366 999 999  23   1   1 999   4   2
 367 999 999  22   1   1   3 999   1
 368  15   1  22   1   1   1   5   1
 369 999 999  22   1   1   1 999   3
 370  10   0  21   0   1   1   7   2
 371   7   0  18   0   0   1  11   1
 372  13   1  21 999   0   1 999   1
 373  12   1  24   0   1   1  11   3
 374   8   0  18   0   1   1  13   3
 375   8   0  21   0   1   4   3   2
 376   9   0  18   0   1   1  11   1
 377  17   1  25   1   1   1   7 999
 378 999 999  25 999   1   3   6   2
 379   9   0  19   1   0   1   6   2
 380 999 999  19   0   0   1   9   2
 381   7   0  21 999   1   3   5   3
 382  14   1  20   0   1   1  12   3
 383 999 999  25   0   0   1  17   3
 384   7   0  20   0   0   2  11   2
 385   6   0  18   0   0   3 999   2
 386   8   0  18   1   0   3   7   2
 387  12   1  23   1   0   1  13   2
 388  10   0  20   0   0   1  13   3
 389 999 999  25   0   0   1   6   2
 390  10   0  20   1   1   1  12   2
 391   6   0  18 999   1   2 999   3
 392  12   1  22   1   1   3  10   2
 393   5   0  23   0   1   1  10   2
 394  12   1  24   0   1   1 999   1
 395  10   0  24   0   0   3  12   3
 396  11   1  24   0   1   1   5   2
 397   8   0  18   1   1   3   9   3
 398  11   1  23   0   1   4  12   2
 399  11   1  19   1   0   1   9   2
 400   8   0  23   0   0   2   8   2
 401   5   0  23   0   1   1   9   3
 402   7   0  22   0   1   3  10   2
 403  11   1  22   1   1   1 999   2
 404   6   0  18   0   0   4   7   2
 405   7   0  18   0   0   3  10   2
 406  10   0  24   0   1   4   2 999
 407  12   1  25   0   1   1 999   3
 408  12   1  21   0   1   1   3   2
 409   6   0  25   0   0   2   9   2
 410   9   0  19 999   1   2   6   2
 411 999 999  19   0   1   1   7   2
 412  11   1  20   1   1   1 999   1
 413 999 999  18   1   1   1   5   2
 414  10   0  24   0   1   1   4   1
 415  11   1  24   0   0   2   5   2
 416  23   1  25   1   1   3   1   2
 417 999 999  23   1   0   2  11   2
 418  15   1  24   1   1   1 999   2
 419   7   0  18   0   0   1   8   2
 420   7   0  18   0   1   1  14   3
 421  13   1  23   1   1   1  11   2
 422  12   1  25   0   1 999   9   2
 423 999 999  21   0   0   1  12   3
 424  12   1  25   0   1   1   9   2
 425   7   0  24   0   1   1   9   3
 426  11   1  25   0   1   1   2   1
 427 999 999  24   0   1 999  12   3
 428   9   0  21   1   1   3   8   2
 429   8   0  19   0   1   1  13   3
 430 999 999  18   0   0   2 999 999
 431   7   0  21   0   1   1   5   3
 432 999 999  20   1   1   1  10   2
 433 999 999  20   0   0   3  10   2
 434  12   1  24 999   1   3   9 999
 435 999 999  24   0   0   1   5   3
 436  14   1  25   1   0 999 999   2
 437  10   0  21   0   1   3   7   2
 438   7   0  19   0   1   1 999   2
 439   8   0  18   1   0   1  13   2
 440 999 999  24   0   0   2  10   3
 441   5   0  18   0   1   3  11   2
 442   9   0  19   1   0 999 999   2
 443  12   1  21   1   0   1   4   2
 444  17   1  25   0   0   3   4   1
 445  14   1  25   0   0   1  12   3
 446   7   0  18   0   1   1   5   2
 447 999 999  23   0   0   1   7   3
 448 999 999  19   1   1   1   9   2
 449   8   0  23   0   1   3  10   2
 450   8   0  21   1   0   1  13   2
 451 999 999  18   0   0   2 999   1
 452 999 999  19   1   0   1   8   1
 453 999 999  23   1   0 999 999   1
 454   8   0  18   0   1   2 999   3
 455  11   1  23   1   1   1   8   2
 456   7   0  25   0   1   1  11   2
 457   8   0  25   0   0   3   8   2
 458   8   0  20   1   1   3  10   2
 459  13   1  22   1   0   1   7   2
 460 999 999  21   1   1   1  18   2
 461  15   1  21   1   1   3 999   2
 462  20   1  24   1   1   2  10   2
 463  10   0  23   1   0   3   2   2
 464 999 999  23   0   1   1  10   3
 465  15   1  25   1   1   1   3 999
 466   8   0  23   1   1 999   5   2
 467  15   1  24   1   0 999   7   3
 468 999 999  23   1   1   3   1   1
 469  11   1  25   0   1   1   7   2
 470   6   0  18   0   1   3   5   2
 471  14   1  23   1   1   4   6   2
 472  17   1  25   1   1   3   7   2
 473   8   0  24   0   1   1   5   3
 474   9   0  23   0   1   3   4   2
 475   6   0  18   0   0 999   7   3
 476 999 999  19   0   1   3 999   1
 477  10   0  23   1   0   1  13   2
 478  13   1  24   1   1   1  10   2
 479   6   0  20   0   0   1   7 999
 480   6   0  20   1   1   3   7   2
 481   6   0  18   0   0   1   8   3
 482   7   0  20   0   1   1  15 999
 483   6   0  20   0   0   2   9   2
 484   9   0  19   1   1   1  15   3
 485  10   0  22   1   1 999  12   3
 486 999 999  18   1   1   2 999   1
 487  10   0  25   0   1   1  13   2
 488 999 999  22   1   1   2   2   2
 489  13   1  25   1   1   1   9   2
 490   5   0  22   0   0   2 999   2
 491   7   0  19   1   0   1  13   3
 492   9   0  22 999   1   3 999   2
 493   8   0  20   1   1   4   8   2
 494 999 999  25   0   0   3  10   3
 495 999 999  19   0   1   1  13   2
 496   6   0  19   1   0   1  16   3
 497   7   0  22   0   0   2  10   3
 498   4   0  23   0   1   1   8   2
 499  17   1  25   1   0   1  11   2
 500  12   1  20   1   0   1  12   3
 501   6   0  19   0   0   3   9   2
 502   7   0  24   0   1   1  14   3
 503   8   0  22   0   1   1   9   2
 504   6   0  20   0   1   1  12   2
 505 999 999  25   1   1   3 999   2
 506   8   0  22   0   1   1   6   2
 507  10   0  19   0   1   1   6   1
 508  21   1  21   1   0   1   8   2
 509 999 999  18   1   1   1  15   2
 510   8   0  25   0   0   1   8   2
 511 999 999  22   1   1   1  11   1
 512 999 999  19   0   1   2   3   2
 513  11   1  21   0   1   1   5   2
 514   6   0  20   0   0   1   7   2
 515   8   0  20   0   0 999   7   3
 516 999 999  18   1   1   1   9   2
 517  17   1  19   1   1   3 999   1
 518  11   1  22   0   1   3 999   1
 519   8   0  22   0   1   4   9   2
 520   8   0  24   0   0   1  12   3
 521   7   0  20   0   1   2   9   2
 522  10   0  20   1   1   3   2   2
 523   8   0  19   0   1   3   7   3
 524   4   0  20   0   1   3   7   2
 525  10   0  23 999   1   1   3   2
 526 999 999  18   0   0   1  11   2
 527  15   1  25   1   1   3 999   1
 528  12   1  22   1   0   1  14   3
 529   8   0  21   0   1 999  12   3
 530   8   0  19   1   0   1  16   2
 531   6   0  22   0   1   4   7   2
 532 999 999  23   0   0   1  11   2
 533   6   0  21   1   1   2  15   3
 534   8   0  22   0   0   1  10   3
 535   9   0  23   1   1   4 999   2
 536  11   1  23   1   1   1   4   2
 537 999 999  21   0   0   3   6   2
 538  13   1  25   1   0   1   7   2
 539 999 999  25 999   0   1  13   3
 540 999 999  24   0   0 999   6   2
 541 999 999  23   1   1   1   7 999
 542 999 999  25   0   1   3 999   3
 543  10   0  25   0   1   3  12   2
 544   9   0  18   1   0   1   8   2
 545   7   0  21   1   1   1  12   2
 546   8   0  20   1   1   1  10   1
 547   9   0  21   0   1   3   8   1
 548 999 999  25   1   0   3   9   3
 549 999 999  18   1   1   1  13   2
 550 999 999  18   0   1   4  14 999
 551   9   0  21   0   1   1  14   2
 552   5   0  19   0   0   1  14   2
 553   8   0  21   0   0   1   6   3
 554   9   0  22   0   0   3  10   2
 555 999 999  19   0   0   3 999   2
 556   6   0  19   0   0   1   8   2
 557   8   0  24   1   0   1  11   2
 558 999 999  19   0   1   1   9   2
 559   9   0  18   0   0   1  10   3
 560 999 999  23   0   1   1   7   2
 561  14   1  22   0   1   1   1   2
 562 999 999  19   0   1   2 999   1
 563 999 999  20   1   1   2   6   2
 564  17   1  24   1   0   1   8   2
 565 999 999  19   1   1   1   6   3
 566   8   0  25   0   0   2  13   3
 567  10   0  23   1   1 999   7   2
 568  10   0  18   1   1   1   6 999
 569   8   0  20   0   1   3 999   2
 570   6   0  21   0   1   1  13   3
 571   9   0  22   0   1   4   8   3
 572   9   0  22   0   1   3  12   2
 573   9   0  19   0   1   1  10   2
 574  14   1  20   0   0   1   7   3
 575 999 999  23   1   1   3   5   1
 576  10   0  19   1   1   1  13   3
 577   6   0  23   0   1   3 999   1
 578   8   0  24   0   1   3  13   3
 579   7   0  21   0   1   3   8   3
 580  10   0  22   0   1   2   6   2
 581   9   0  24   0   1   2   8   2
 582  21   1  25   1   0   4   3   2
 583   7   0  25   0   1   3 999   2
 584   8   0  18   1   0   3 999   2
 585   9   0  24   0   1   3   4   2
 586  14   1  25   1   0   1 999 999
 587 999 999  19   1   1   1   4   2
 588  11   1  20   1   0   3   4   1
 589  12   1  18   1   1   3   1   2
 590  12   1  24   1   1   1  10   2
 591  12   1  23   0   0   1   8   2
 592 999 999  20   1   1   3   3   1
 593  20   1  19   1   1   1  10   3
 594  11   1  22   1   1   1  14   3
 595  11   1  22   1   0   1   5   2
 596  10   0  25   1   1   1  11   2
 597   9   0  25   0   1   1  11   2
 598   6   0  20   0   1   1   4   2
 599  11   1  22   1   0   1   8   1
 600 999 999  25   0   0   1  11   3
 601   6   0  21   0   1 999  10   2
 602 999 999  20   0   1   1 999   2
 603  13   1  24   1   1   3   2   1
 604 999 999  23   0   1   1  12   2
 605   9   0  19   0   1   3   6   2
 606  24   1  18   0   0   1  13   2
 607 999 999  24   0   0   1   9   2
 608   5   0  18   0   1   3   9   3
 609  10   0  22   1   0   2   8   2
 610   8   0  19   1   1   1  10 999
 611   6   0  19   0   1   1  12   2
 612  12   1  24   0   1   3   7   2
 613   7   0  19   0   0   1  14   2
 614  12   1  23   0   1   1 999 999
 615  13   1  24   1   0   1   3   2
 616 999 999  19   1   0   1   2   2
 617 999 999  22   1   0   1   8   3
 618 999 999  25   1   1   2 999   2
 619   8   0  18   1   1   1   7   2
 620   8   0  19   0   1   1  13   2
 621   8   0  21   0   1   2   3   2
 622  13   1  20   1   1   1  11   3
 623   9   0  25   1   0   2   5   2
 624 999 999  19   1   1 999   1   1
 625 999 999  18   1   1   1   2   1
 626  20   1  23   1   1   1   6   3
 627   8   0  20   0   0   1   7   2
 628  11   1  23   1   1   3   5   2
 629  14   1  20   1   1   1   3   2
 630   8   0  24   0   1   4   6   2
 631 999 999  25   1   0   1   7   3
 632   6   0  22   0   1   2  16   3
 633   6   0  21   0   1   1  15   3
 634  10   0  20   1   1   1  13   3
 635   6   0  19   0   1   2   6   2
 636  10   0  21   1   1   1 999   2
 637   8   0  19   1   0   1   7   2
 638  12   1  22 999   0   1  13   3
 639 999 999  22   1   0   1  14   2
 640 999 999  21   1   1   1  13   2
 641 999 999  23   1   1   1   5   2
 642   9   0  23   0   1   1   7   2
 643 999 999  20   1   1   3 999   1
 644   8   0  18   1   0   1  15   2
 645   9   0  20   1   1   1   4   2
 646  14   1  21   0   0   1   7   2
 647  15   1  18 999   0   1  13   3
 648  18   1  24   1   1   1   7   2
 649  24   1  22   0   0   1   2   1
 650 999 999  22   1   1   1   9   3
 651  13   1  25   1   0   3 999   2
 652   6   0  19   0   0   1   8   3
 653   8   0  18 999   0   2   8   2
 654   8   0  20   0   1   1   7   2
 655  11   1  25   0   0   3   9   2
 656  15   1  18   1   1   1  13   2
 657   9   0  24   0   0   1   7   2
 658   8   0  22 999   1   1   8   2
 659  11   1  18   1   1   1   3   1
 660  12   1  22   1   1   1 999   2
 661   8   0  24   1   1   1   9   3
 662 999 999  18   1   1   1   1   2
 663  13   1  25   0   0   1   8   2
 664   8   0  24   0   0   1  16   3
 665   9   0  21   0   0   1   5   1
 666   9   0  19   0   1 999   6 999
 667  14   1  22   1   1 999   8   2
 668   8   0  20   0   0   1   4   2
 669  17   1  22   1   1   1   6 999
 670 999 999  20   1   1 999   9   3
 671 999 999  19   0   1   3   7   2
 672   5   0  25   0   0   2   9   3
 673 999 999  21   1   0 999 999   3
 674  15   1  22   1   1   1   5   2
 675   8   0  22   0   0   2 999   3
 676  13   1  24   0   1   1   8   2
 677  17   1  19   1   0   1   7   2
 678   9   0  19   1   1   1   8   2
 679 999 999  20   0   1   1   6   2
 680  12   1  24   1   1   3 999   1
 681   8   0  20   0   1   1  16   2
 682 999 999  21   0   1 999   4   2
 683   8   0  24   0   0   4   8   2
 684  15   1  21   1   0   4   6   2
 685  17   1  23   0   0   2   8   2
 686   7   0  22   0   1   3  12   2
 687   9   0  25   1   1   3   9   2
 688   8   0  23   1   1 999 999   2
 689   8   0  18   1   1   1  12   3
 690  11   1  24   0   0 999 999   3
 691   6   0  22   0   0   4   9   1
 692   7   0  18   0   0   1   9   3
 693  17   1  20   0   1 999   6   2
 694   9   0  25   0   1   1  15   2
 695  11   1  25   0   0 999   8   2
 696   8   0  18   1   0   4   9   1
 697   7   0  18   0   1   1   3   3
 698  11   1  22   1   0   1   8   2
 699   8   0  24   0   1   1  15   3
 700   9   0  19   1   0   1   9   2
 701   6   0  19   0   1   3   3   2
 702  11   1  22   1   1   1   6   2
 703   6   0  20   0   1   1  14   2
 704   6   0  20   0   0   1   5   3
 705  12   1  22   0   0   1   8   2
 706   8   0  18   1   1   1   9   2
 707  10   0  19   0   1   1  13   2
 708  11   1  23   1   0   1   9   2
 709   8   0  19   1   1   3   4   2
 710   5   0  23   0   1   2  15   3
 711   6   0  18   0   0   1  14   2
 712   9   0  22   0   1   4   6   2
 713  18   1  20 999   0 999   5   2
 714 999 999  23   0   1   1   9   2
 715   9   0  24   0   1   1   7   2
 716   9   0  20   1   0   1  12   2
 717  13   1  25   1   0   1  10   1
 718  13   1  25   1   1   2   5   2
 719 999 999  20   0   0   1  12   3
 720   9   0  23   0   1   1 999   2
 721  20   1  25   0   1   1   6   2
 722   8   0  19   0   1   3   5   2
 723   6   0  22   0   1   1  12   2
 724 999 999  24   1   0   1   9   2
 725  12   1  21   1   0   3 999   2
 726   7   0  18   1   1   3  10   1
 727   8   0  18   1   1   1  10   2
 728   7   0  22   0   0   3 999   2
 729   8   0  23   1   0   1  13   3
 730   7   0  19   0   1   1  10   2
 731 999 999  18   0   1 999   5   2
 732   9   0  25 999   0   1 999   1
 733   7   0  20   0   1   1  10   2
 734   8   0  21   1   0   4  12   2
 735 999 999  21   1   1   1 999   3
 736   6   0  20   0   1   1   8   2
